fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type
10.797448710748542,0.32516583380134484,0.47488519198368434,1.7248086533061406,0.06949617306612281,5.498724355374271,10.501275644625728,0.9957874231978561,3.1949872435537428,0.5896683323973104,10.801530773550875,0
5.910048601964597,0.46351701068760875,0.00401944078583857,1.9,0.077,24.94975699017702,44.050243009822985,0.9939218475040469,3.5050243009822983,0.5375364514734473,11.154781291159315,0
7.403491155265622,0.6937159205218797,0.005585848424995809,1.9,0.07631420397390601,11.034911552656224,34.034911552656226,0.9977650884473438,3.5054614981546908,0.5620946931593734,9.403491155265623,0
6.989768007616726,0.4138608045700353,0.2634652011425089,2.579536015233451,0.08453479885749117,5.4488400380836275,16.0,0.9965885128159951,3.3336971935257833,0.568581197334146,10.189768007616726,0
7.795446533120861,0.6137092832050993,0.21685464160254966,2.49436075192351,0.08043817861324834,12.752714452993377,117.24728554700663,0.9965280279667107,3.303036780277715,0.6518003525426821,10.286549941452318,0
12.028655684015762,0.583216392100394,0.5655262355482269,2.044737644517731,0.0716432784200788,5.0,18.1608196050197,0.9982251474470276,3.098040980250985,0.6203508236988179,10.225147447027583,0
7.273155294010136,0.9436674809811901,0.11551940481456724,1.9517961245864464,0.13970290378548522,12.0,66.83932041528816,0.9957431941591329,3.293762145350854,0.6915873632857518,9.367864083057631,0
8.38002267030636,0.6640068010919081,0.19299659945404596,2.1975028337882954,0.09240068010919081,11.0499433242341,74.97502833788295,0.9973210442070974,3.201498299727023,0.5887514168941475,9.217480163481934,0
8.210192246413975,0.8360192246413974,0.11327891662392894,2.1550961232069876,0.07628654275102177,5.0,13.550961232069874,0.9969245193839651,3.3424519383965063,0.6653173659067239,10.865288369620963,0
6.9,0.4403713546478838,0.10675300205468397,2.494991422700903,0.08405008577299097,21.0,40.23747855675226,0.9964152847380614,3.425250428864955,0.6038773587572517,9.961226412427482,0
11.49580981598844,0.331907449601321,0.5390848378654558,2.7801542506644648,0.0813969149867107,35.0,67.0,1.0000511568799835,3.3180154250664464,0.910573269065621,10.849614373338838,0
7.682620513945711,0.3940642741043794,0.5036094003966701,2.6826205139457113,0.07410160685260948,22.449196573695257,44.27540171315237,0.996791337439048,3.410294188446761,0.8368182912359031,11.375401713152371,0
8.500867399923045,0.6018473749839679,0.22,2.5115929999572475,0.08456663899901669,10.111592999957248,86.0,0.9986013010998845,3.3766955799974347,0.622231859999145,9.700867399923046,0
9.021663900001554,0.6100865149982125,0.2555807050014766,1.770016599990674,0.07626688799987566,9.0,30.0,0.9979723394199966,3.279168049999223,0.6156672199996891,9.770016599990674,0
7.8,0.6183002737341455,0.0,1.9156850749499332,0.07862740299799734,7.718950249833111,16.28104975016689,0.9964533994525316,3.3462740299799734,0.6040524875083444,9.687580099933244,0
11.1,0.3673496050355022,0.5233740125887555,3.1173496050355025,0.08583609479147947,5.173496050355022,21.173496050355023,0.9986,3.17,0.5525544865461529,10.621447235248516,0
8.103801218335454,0.5922788794481421,0.16936769797951126,2.0,0.08237975152291932,7.379751522919317,28.0,0.9974367142513572,3.3358223629372614,0.5379751522919317,9.62785091375159,0
12.21624098182032,0.45426023972013163,0.5396385559442616,2.1205783104891816,0.08141156620978363,5.198554223777046,15.0,1.0001588433790216,3.1244771061535745,0.5014795205597367,9.041156620978363,0
7.213674861523659,0.5696046788452287,0.11471157807858845,2.1215812846190856,0.07717628073071371,19.0,40.39209357690457,0.996441121411907,3.4021581284619087,0.6017628073071372,10.1,0
8.049230350788944,0.7038462061513819,0.09495382104733666,2.4,0.08576924123027639,10.0,41.24923035078894,0.9972753848246055,3.227538482460553,0.6800923579053266,9.725230894763317,0
9.512548629679914,0.47254862967991507,0.24878404077594055,2.7125486296799153,0.09162354110960255,14.125486296799151,44.2509725935983,0.9979874513703201,3.1187451370320085,0.7625875334238471,10.0,0
8.972674296401905,0.7025121404078968,0.3018022889205715,2.572674296401905,0.07081685741004763,9.0,42.22722858033492,0.9972316371793731,3.143173430263635,0.5568168574100476,9.309108567866032,0
6.728920002528005,0.5213586627061249,0.24365866902613836,8.041813360298725,0.08281533337546676,25.289200025280053,45.473866649813296,0.9976429280212352,3.42738666498133,0.6068293345130692,10.360626657397313,0
8.6,0.5885437977305528,0.32097351142444797,2.129042748044451,0.08009653816899985,7.6773931298888725,28.322606870111127,0.9980693482824722,3.2154786259777746,0.5548350381844422,9.838696564944437,0
8.8736873780636,0.5857875731618392,0.3273687378063601,2.7394689329045976,0.08339468932904598,23.0,79.69734466452299,0.9995486723322615,3.4365781554840997,0.6878937865809196,10.688141265166092,0
7.1,0.43,0.42,5.5,0.07007085528278832,28.92914471721169,128.9291447172117,0.9973,3.42,0.7192914471721168,10.5,0
9.07112576258272,0.5694710967572867,0.39866227122518405,2.1774645035950626,0.09196480726632092,35.901419856197485,145.0,0.9976161967553926,3.117464503595063,0.8363387410123431,9.338732251797532,0
6.752179934319213,0.7160676995073505,0.21984955665033215,7.416241904760245,0.09046760985229227,28.867669622331118,79.13233037766888,0.9976139852545153,3.2734587027913897,0.6107967520528513,9.219849556650331,0
7.788506708669248,0.5003831097110251,0.11904222572243735,1.792337805779499,0.1760078295026697,5.980844514448747,20.980844514448748,0.9960249021312166,3.2807662194220497,0.8688506708669248,9.79616890288975,0
9.13462828780545,0.7248777171939651,0.06925657561089876,2.6,0.09201774690237333,10.826858560972752,26.0,0.9992268585609727,3.3482685856097274,0.8161486848778202,9.538513151221798,0
8.01484138259686,0.631484138259686,0.1072262073895289,1.9475264362338567,0.079,17.950528724677135,41.52473563766143,0.9970906891966621,3.3480211489870855,0.5780211489870855,9.837632181169283,0
8.97980475853204,0.4514658327431071,0.214495118963301,2.7022803533485455,0.0942475594816505,33.8990237926602,88.8990237926602,0.9985379156489861,3.2147231542981554,0.5492182732614566,9.402280353348544,0
7.193770240004605,0.6960821119973516,0.10142598400449072,2.2,0.05923442560001151,11.234425600011514,18.46885120002303,0.9929638673920267,3.359524671998503,0.45626214400276355,12.565574399988487,0
6.4619665017947066,0.6135528074389931,0.1804267985642348,1.9105753709619104,0.07634508374551323,6.0,14.654916254486766,0.9959756955654164,3.464155862185926,0.6179592120064556,10.80352512365397,0
7.0,0.6413546742495093,0.019397922555773623,2.093979225557736,0.06796332391076221,9.0,22.96989612778868,0.9969717023601213,3.4660864966125287,0.6678927289452077,9.409031161663396,0
9.388327741264925,0.5630686184233401,0.2784716885936953,2.276895394744467,0.08153790789488935,23.0,144.19253837712944,0.9976035868641066,3.264223848686117,0.5480746162287057,9.480866118394365,0
7.532132093299186,0.9994053861830974,0.0,1.900360372010244,0.13776877206956914,3.6678679067008133,11.332132093299187,0.9961862822698557,3.4364984930618863,0.5100360372010244,10.298918883969268,0
6.1,0.6326525596535237,0.02400769473444163,2.366602543879653,0.06953435929792555,25.866410175518613,45.933205087759305,0.9936935513508092,3.4786833385912903,0.4653628298153596,10.953243561431515,0
7.275205748113485,0.5961053233313834,0.050619856297162896,3.2955568258847623,0.0821415251479965,24.734503592570928,45.0,0.9971309490532788,3.4090290659315587,0.5698244611143609,9.712397125943259,0
9.950317250103096,0.3950317250103095,0.41280245278579625,2.322292722245132,0.15999344196036686,5.0,12.38853638877434,0.9988560490557159,3.20165609166323,0.6261146361122566,9.383439083367698,0
9.035699993658527,0.3189350028536626,0.35250500221951536,2.098225004756104,0.06460750015853681,12.678499968292638,27.321500031707362,0.9950635499904879,3.2632150003170737,0.8110649971463374,11.989350028536625,0
9.904735089922724,0.45796689808758007,0.4087185389665135,2.5,0.09072980119896965,20.635099400515177,88.95264910077276,0.9987735363836703,3.194456958036062,0.4903344430489418,9.622284790180313,0
7.730378152996874,0.9053193246056268,0.1787352929021882,1.939243694006252,0.05034159682965614,15.0,59.84810923501563,0.995636701688486,3.3508865541009376,0.4430378152996874,10.672163852523445,0
8.873580731450124,0.5668493487984912,0.3273187510960595,2.9577291703201984,0.09257729170320199,15.894322925800495,111.94716146290025,0.9996203489738609,3.367847136467057,0.6126419268549876,9.515851561129926,0
8.884855117696004,0.4903630394073596,0.3096369605926404,2.846057952921598,0.08273340629465606,20.539420470784016,121.65456535308802,0.9982100109441984,3.31309130706176,0.6142427558848003,9.3884855117696,0
6.965160278345436,0.48607870687211846,0.07260933024060628,1.4782799072181882,0.07191253580751497,4.478133951878745,20.0,0.9968042272542847,3.3252186604812124,0.7499854044660557,9.547813395187875,0
6.650281788247542,0.5605774724192532,0.00722535320275046,1.9554929359449909,0.07556056512440074,40.0,54.0,0.9963222396361033,3.4388450551614933,0.7854929359449908,9.977464679724953,0
6.7,0.8766626955787336,0.12505856673690108,2.131030374736621,0.06981616042105632,18.718383957894368,32.563232084211265,0.9960068850492626,3.483389914526268,0.578448481263169,10.887353583157747,0
6.1403036475093575,0.5237712544758265,0.09392307823050561,1.9073279359107924,0.07689008096133812,24.0,44.963360320446036,0.9952821983807733,3.5926720640892076,0.6862287455241736,10.325647775687774,0
7.002056899187139,0.4294857752032154,0.02298250382135069,1.9010284495935692,0.07975317209754339,15.0,28.010284495935693,0.9949179431008129,3.348765860487717,0.8094857752032154,10.607199147154985,0
7.483950026757856,0.4329629983945287,0.21530850615430677,1.8580249866210723,0.07232099946484288,10.0,28.283950026757857,0.9961212345029434,3.2814814991972643,0.5753085061543068,9.871604997324216,0
7.493753837444737,0.5693753837444738,0.27,2.4237476975331576,0.08723129221189212,9.943723137886835,77.70624616255526,0.9967143166060658,3.313624002264368,0.6835621546299736,10.441867708854998,0
6.986806862284939,0.5413193137715061,0.1265965688575304,1.7377310459050201,0.0721319313771506,15.0,24.0,0.9948283364694839,3.331504150495522,0.7203696734480324,10.950924183620081,0
9.3,0.49980217692173734,0.35930761922608057,1.8029673461739404,0.08442531961826477,6.0,16.990108846086866,0.9970376261230609,3.2695054423043435,0.7695054423043433,10.803956461565255,0
8.069804959201667,0.43752482256945097,0.31,2.412872338541765,0.08381684394965391,21.0,50.31187943576373,0.9977259432576391,3.4011879435763728,0.797723403125059,9.77524822569451,0
7.798008440862025,0.4556045017930803,0.3689901523276369,2.7980084408620254,0.075640112544827,21.679943727586497,44.660028136206755,0.9971144236344136,3.452603094982743,0.9022047831551478,11.760028136206751,0
11.11578788058931,0.31394697014732775,0.5402621223830523,2.2157878805893114,0.064973182385633,3.0,9.84212119410689,0.9957752575820626,3.03420909253038,0.8063181791160333,10.978939402946557,0
8.841316459433102,0.5589506987960984,0.3152756832124354,2.578600931728131,0.083,10.442798136543738,61.557201863456264,0.997447777484334,3.2880082608838768,0.5334321118073758,9.778600931728132,0
8.99558058950606,0.30261048526234846,0.3713258231481818,1.843370884259091,0.06269475736882577,11.738951473765152,25.0,0.9955359098777782,3.2861048526234846,0.8191161179012121,11.282322358024242,0
7.5849199467335335,0.3895821436315168,0.24324852125960095,2.1313226595644714,0.05280741383048702,35.686773404355286,53.0,0.9945673327552561,3.2974709361742116,0.924153324455589,12.125290638257885,0
7.99777077753987,0.5434571790255628,0.10646851355909959,2.5330856419488743,0.11036057938562381,14.0,45.66914358051125,0.9972488853887699,3.2201486148306757,0.6732342567795498,9.666171283897748,0
6.816129867585745,0.7348387610821997,0.028064535405824872,2.312903097294501,0.05477418583767005,7.0,15.935484513527495,0.9949174209740893,3.4545160840530755,0.6267742256763748,11.590321681061505,0
7.565680470390666,0.24386259088150383,0.35870808623828876,1.6185733072005186,0.0609003945121089,18.0,30.0,0.9940037146614401,3.31971729152083,0.6621400391992222,11.2,0
8.0,0.3941236602669801,0.3790035726213864,1.9764946410679207,0.08915738388980494,16.0,29.0,0.9960807971419029,3.243525803839812,0.5980275901505051,10.42350535893208,0
7.792945843173092,0.34927802692499876,0.4185726112423079,2.0285477751538425,0.0849294584317309,8.0,19.0,0.995519950327823,3.3649875819557673,0.6092780269249988,11.342904449692316,0
10.830904230344611,0.39814574617932336,0.41,2.2061808460689223,0.0842472338427569,6.938191539310777,16.93819153931078,0.9984247233842757,3.0806180846068925,0.678035099889599,9.3,0
7.52930473935593,0.4815278943777243,0.4616875524699759,2.0277081584334136,0.08359862626910415,20.815278943777244,72.90763947188861,0.9968549939708652,3.362770815843341,0.5838540792167067,9.349373425900723,0
9.883720901079377,0.3167441802158754,0.532325531834941,1.9511627032381311,0.07120929911873147,3.0,8.16279098920623,0.9952520928658286,3.1483720901079377,0.7039534417270032,11.416279098920624,0
9.766702032222375,0.411425540095225,0.3352446631270125,2.8428722995238753,0.08573776684364937,18.80957433174625,77.40478716587313,0.9992119042566825,3.166191486634925,0.5869095615158938,9.642872299523875,0
7.624763864497002,0.6846862434141903,0.0939811091597601,2.4495277289940027,0.08279622183195202,9.0,26.150472271006,0.9975398110915976,3.38548583186982,0.5215991769112595,9.684952772899399,0
6.987230552580294,0.5906384723709853,0.0,1.6968076381450734,0.05254270151533753,3.0319236185492664,8.0,0.9959348758181595,3.4074461105160587,0.4668076381450733,10.303192361854927,0
7.344671452725852,0.7012700169080964,0.17512423982088116,1.755328547274148,0.26028492391356606,15.55328547274148,49.659856418224436,0.996060176688754,3.1421314189096594,0.8451684120093765,9.668028716355112,0
6.600607184140067,0.64,0.11972676713697004,2.050758980175083,0.077990892237899,14.0,31.0,0.9961678141370958,3.4746508691194617,0.6198785631719866,10.1009107762101,0
7.498663446322163,0.36893075705773004,0.35780072457751344,1.6753341384194593,0.07482624802188113,9.0,29.753341384194595,0.9969479951694833,3.373001207629189,0.7840583742795687,9.401336553677837,0
7.829672176704313,0.41058079495130534,0.3152903974756527,2.3232317980522135,0.074064403786521,7.470960252434733,24.529039747565268,0.9961481311293183,3.24,0.5577400631086833,10.494192050486946,0
12.19572226937331,0.45323827265274025,0.6333808636736299,2.033808636736299,0.06694296359164413,5.661913632637011,15.0,0.9985295309061096,3.0643790008198577,0.8023827265274023,10.2,0
9.825353141086213,0.3574646858913787,0.5176530278040256,2.0502354273908088,0.06423940576741362,5.0,13.751177136954043,0.9969731003398465,3.2326294850649444,0.7800470854781617,10.575117713695404,0
6.298452766916035,0.41414902180381913,0.18585097819618085,2.2492263834580175,0.08860057015045775,19.0,41.50773616541983,0.9944203237003783,3.5232349357148833,0.5921518725561078,11.921518725561077,0
6.635680223963497,0.6377891112694088,0.12487415534976852,2.111054443652956,0.075,15.577891112694088,50.57789111269409,0.9959298026256731,3.4644217774611823,0.5833163330958868,10.766326661917734,0
6.8,0.6890858213755836,0.18991555274871,2.1860762025055287,0.07306048720019657,8.904359774993857,23.0,0.9955594658340065,3.3866948157504297,0.5961743909997542,10.338256090002458,0
7.417407847306109,0.6541296076346945,0.02452223541918328,1.9365184305387781,0.0839914863203672,13.634815694612218,56.81740784730611,0.9968817407847306,3.391911058323267,0.49834435206571703,10.099148632036721,0
7.745771131180824,0.3875704811469863,0.31242951885301373,2.3485903770602747,0.08151409622939726,23.242951885301373,71.0,0.9977238143048093,3.4592620286746563,0.6985903770602749,10.015837450891787,0
8.088878895663907,0.6658385797764484,0.20776678523029868,2.1888788956639083,0.06983408282520691,9.0,22.944394478319538,0.996766080631775,3.3016681656504137,1.1710851287261603,10.333363313008277,0
11.484180686894806,0.35130681282173337,0.48876196680046313,3.2931220377803507,0.07028887441322527,10.006877962219649,37.00687796221965,1.000277233945053,3.319449763022428,0.9075927132231227,10.999312203778034,0
11.176181460354115,0.39336920049150204,0.571502108912181,3.702573811926338,0.07397426188073662,17.424894554390946,64.78755272280452,0.9994880907301771,3.1945063267365432,0.7438839628767696,10.184978910878188,0
11.935533484260583,0.4331761796956726,0.5896228312696142,2.1327047187826906,0.06828933031478833,6.663523593913452,23.336476406086547,0.9996255980219305,3.152799010965287,0.6597171234522107,10.361637750261524,0
7.882239497776509,0.4859844520011418,0.13654432644526904,1.8,0.0933088652890538,12.0,47.82239497776509,0.9963383203766676,3.2640155479988584,0.7614090295581563,9.664478995553019,0
11.760962503719725,0.5373729701913933,0.4402406259299312,1.4,0.08295187481401375,6.0,27.195187481401376,0.9973900934455904,3.07,0.6298796870350344,10.180882293084435,0
7.611541311177039,0.43615783564785404,0.08,2.676917377645923,0.0874623933531116,14.884586888229613,47.769173776459226,0.9968346239335312,3.2134623933531117,0.598078917823927,9.953834755291846,0
8.032900557010942,0.42603081739451565,0.44091453862196417,2.884848050461703,0.10140205449296771,49.193180189231384,132.06006563318655,0.9980566557278022,3.3893993436681344,0.9419589101406458,9.810443715186818,0
6.999907209541056,0.4072566998298187,0.23273402112428684,2.0909175264053586,0.10363484524703545,3.9091752640535855,7.0,0.9946127340211243,3.420018558091789,0.58,11.381835052810718,0
7.994163422954508,0.5732490268863525,0.07255512306060109,3.403631654621448,0.08260570692878962,26.372243846969944,60.686121923484976,0.9964623346308182,3.338028534643948,0.6951102461212022,10.762775615303005,0
9.783739068917484,0.3208944187260738,0.4,2.8073167438217785,0.09027639531848154,10.0,26.0,0.9999203227880263,3.4367478137834966,0.8605689300382819,9.854472093630369,0
7.264183409362816,0.5965386909961009,0.10531231356566806,1.827163318127437,0.09511060273706134,8.27163318127437,23.0,0.9960320917046814,3.324446986314693,0.5392550228088445,9.450601750299096,0
12.27126820031066,0.43712682003106607,0.595690230046599,2.0,0.07309670816381894,6.0,15.0,0.9988,2.9804695083462778,0.8299719350543655,10.009390166925549,0
8.121558948816844,0.5141514559713684,0.3695411931755791,2.3707572798568415,0.07507683771326315,7.815367542652631,16.81536754265263,0.9927691156781785,3.2018463245734736,0.7144610262795789,12.989220525591579,0
8.423681617050047,0.532895514884986,0.23052645725181564,2.9447399071226723,0.09815793717554469,33.342107620863594,88.3421076208636,0.9976860488828269,3.2071053810431795,0.49605246653954843,9.23421076208636,0
7.399029666154125,0.5955063570330268,0.06149788098899109,1.814978809889911,0.0488890252549359,4.0,9.0,0.9960452152568793,3.3785021190110087,0.5000970333845876,9.872953381757805,0
5.853576243417397,0.8845708507899124,0.027048132631189048,2.0661898342110137,0.05097399890775097,16.66189834211014,77.83094917105507,0.9939908196028872,3.610689160132578,0.7147854253949562,11.044993259215644,0
7.2,0.6332016335979094,0.06880108906527288,2.611989109347271,0.077,15.880108906527289,85.88010890652728,0.9974776021781305,3.51,0.54,9.676021781305456,0
11.765074152605106,0.5559044491563063,0.6516836864268767,4.373492584739489,0.11763822033747746,5.734925847394894,14.734925847394894,0.9990891927967732,3.0736177966252254,0.8061433262655404,11.826507415260512,0
7.362254102972834,0.47245082059456667,0.20754917940543327,2.1748360686485557,0.061846004056082364,3.5314549141893052,7.531454914189306,0.9928281127051486,3.294403687986503,0.465661884554075,12.89370901716214,0
8.089507082549186,0.3484821862929603,0.384865789095758,1.7863836028027977,0.07756027328662003,26.287945342675993,65.0,0.9970851342109043,3.4081698383183214,0.6689507082549188,9.84553441121119,0
6.343537626079542,0.6716252047304276,0.029569175071969475,1.7971278338131298,0.050870752521590845,3.4928195845328247,11.0,0.9951490857684899,3.5046409792266413,0.7465078872481068,11.30574433237374,0
8.43005213720068,0.685515351509089,0.18100753092898705,2.270005793022298,0.07929704555862815,9.299942069777023,42.0,0.9965399536558216,3.1239953655821617,0.5709959448843916,9.429994206977703,0
7.082742631333185,0.5244309849237863,0.13654852626663716,1.8,0.07723134435809355,41.21175413428508,62.384327820953224,0.9951688245865715,3.111921639104766,0.4617257368666814,9.438432782095322,0
11.943384392285525,0.4888927762003987,0.7033843922855244,3.237534668853915,0.06939693646286853,6.433843922855244,37.433843922855246,0.9997206127074263,3.1237534668853915,0.5773537569142098,11.301531768565733,0
8.616440552907887,0.6833559447092112,0.1,1.6,0.09167118894184224,3.164405529078879,11.835594470921121,0.99745,3.31,0.65,9.55,0
6.3,0.5406733540355443,0.1325125388166455,1.7533667701777214,0.07443517235977468,26.116583074555695,34.76683385088861,0.9930304119099177,3.3351557996922403,0.780361754651063,11.681608152188987,0
7.9,0.2525286908684592,0.4090660863585574,1.890660863585574,0.07287930363026887,7.45330431792787,19.54669568207213,0.9947164938723819,3.311731302254951,0.654669568207213,11.23599129537836,0
7.441447819971662,0.5080482606657221,0.027806957337111735,1.758552180028338,0.08302413033286105,12.902413033286104,30.902413033286102,0.9954307452226913,3.365855218002834,0.5439034786685559,10.47072390998583,0
9.890438082098083,0.35535196044596024,0.5261752328392332,2.2968126940326945,0.09288579970099965,6.0,16.656042313442313,0.9960455513395413,3.22,0.6609561917901917,11.593625388065389,0
6.506799957110951,0.42805998069992784,0.16135999142219015,2.0932000428890496,0.04761199613998556,15.0,24.733000107222622,0.9949370800814892,3.429320004288905,0.695389981772154,11.126699989277737,0
8.48318884537351,0.8397854184108453,0.27754725095662564,2.39519681296386,0.08734133864506023,10.9759840648193,92.65866135493977,0.9986053147422892,3.411732270987953,0.5673070916048186,9.663464541975907,0
7.831554914309481,0.752337659147254,0.013689017138103804,1.9828887285773702,0.08222042777204651,8.931554914309482,22.0,0.9959867180954992,3.333422254284526,0.6669954337188014,10.954756068552415,0
7.9716075930803445,0.33820981017299145,0.42,2.0537056948102577,0.08313569627678624,8.179018982700859,19.17901898270086,0.995245177220759,3.3553705694810256,0.6304332270591461,11.632724677511117,0
12.066605258905463,0.2930018422328361,0.526998157767164,2.2566605258905463,0.0806998157767164,12.866789482189073,28.56660525890546,0.9990499078883582,3.0753284207124367,1.173640261329349,9.8,0
7.359921348763875,0.4648751202825428,0.09198426975277503,2.9314060996468214,0.08494218298940465,21.0,42.314060996468214,0.9959815772078455,3.3508672551589305,0.5528515249117053,10.602890850529768,0
7.160968120049579,0.6415482106435297,0.012193624009915818,2.2390318799504207,0.08442258946782352,18.101613533415964,27.0,0.9975052247225246,3.41154821064353,0.5349193233292018,9.4,0
8.139951878458692,0.7761130856220704,0.03995187845869348,2.820577458495678,0.0868110679545005,25.600481215413065,60.60048121541306,0.9987038623036486,3.4761491767780504,0.731985563537608,10.239470663045628,0
7.828756294100444,0.5128756294100444,0.2469282117656889,1.8614357646862218,0.18567361529790227,10.0,87.34641058828444,0.9972901920587867,3.194966623523022,0.7411769529456002,9.365358941171555,0
7.40108110836352,0.6980540049456646,0.0017297733816314144,1.9,0.07609729975271677,11.010811083635197,34.0108110836352,0.9977891889163648,3.5085945591274244,0.5606486650181118,9.40108110836352,0
8.213275537095733,0.3016277421940486,0.3578585751934025,1.4867244629042677,0.07582655107419146,8.0,22.826551074191464,0.9971398266112872,3.2686724462904264,0.6757171503868049,9.738759140646827,0
9.160686490282355,0.48761752684268767,0.3342745961129422,2.2199019299596636,0.0679803859919327,12.0,31.0,0.9983004903502016,3.2878627019435287,0.616166719068572,10.14029421012101,0
9.65821819275994,0.4262672710860091,0.44224273192297425,2.1,0.07953608945930803,5.104454518100152,16.0,0.9965223809006111,3.2647772740949925,0.737910909637997,12.185100030089835,0
6.56925704754692,0.48347139283009494,0.05191716430194302,2.38462852377346,0.06161656713961139,33.1537147622654,64.0,0.9962540776980392,3.418462852377346,0.6292228857359241,10.738514095093839,0
8.421610981099867,0.6848837518757881,0.37544530753160266,1.885592679266755,0.2581741860195921,12.0,65.53601830183311,0.9964480713981384,3.1345546924683974,0.8637720792098542,9.2,0
8.040645452245444,0.7467614532574488,0.2371225457305467,2.5643872713472664,0.062205145578746006,5.0,14.88129090449089,0.996764955990892,3.3640645452245446,0.5671225457305468,11.323741819101823,0
10.609715886469639,0.3127204482114987,0.4946636255054263,2.5136022410574936,0.06698056822706072,6.0,21.019431772939278,0.9986980568227061,3.258251140435465,0.8561136454121447,10.709715886469638,0
7.128817532478013,0.3664408766239007,0.23146958874633555,2.3785304112536645,0.08514121645014658,23.785304112536643,69.42939177492671,0.9961267971429033,3.4257635064956027,0.5557635064956027,10.014121645014658,0
12.84536138579171,0.3253787344072449,0.6385701893846046,2.5663829099547195,0.09515149376289796,15.0,47.134468360181124,0.9994924253118551,3.0486553163981887,0.6234468360181122,10.539489237918495,0
9.653396813295034,0.404917949695401,0.5302576310249045,1.959484737950191,0.2814120406871626,16.40515262049809,61.18969475900382,0.9979405152620499,3.0826698406647517,0.9309599539061266,9.324122096398472,0
7.8732800251192785,0.521022335897593,0.1982793326006877,2.02166000313991,0.07956679993720181,4.738866677133033,29.477733354266064,0.996162065354894,3.2417813316587147,0.4695546670853213,9.87833999686009,0
11.912402695672595,0.49578235201386567,0.5851334830929219,1.4064886892094373,0.07186447938834845,22.935113107905625,42.0,0.9979111049578308,2.9303819027350997,0.6842176479861344,10.509733033814156,0
7.80715412514568,0.5936512944509191,0.17269741109816178,1.9317435277454045,0.07265871763872701,35.36512944509191,44.682564722545955,0.9949741282361273,3.195559061156434,0.5869898861855698,10.153205903182446,0
7.533854062024273,0.6583072968987864,0.026614593797572722,4.488645435692236,0.09717812939498054,5.532291875951454,19.06458375190291,0.997854791373668,3.4,0.5925833500761164,9.866145937975727,0
6.651632504437524,0.5196203516862592,0.004130600355001937,1.8309795026625146,0.0626195900532503,20.793469982249903,27.89673499112495,0.9938917540319502,3.44,0.5623918010650059,12.04183747781238,0
6.621085957006903,0.5434504775389273,0.08932905908088155,2.0760382031141793,0.058971241601210825,37.827476123053636,89.51757163083909,0.9936090728690917,3.3,0.5258785815419543,10.472364255374137,0
9.759215421610351,0.39592154216103514,0.46815691567792966,2.2592154216103517,0.08972810281073568,12.43202570268392,51.43202570268392,0.9970847768029314,3.2597582008121258,0.6059215421610351,10.624771727047689,0
7.940728477297342,0.46445364202699324,0.31703642386486713,2.2925496705406982,0.07674006625135384,26.0,121.40728477297343,0.9974884106002165,3.2407450329459304,0.9099668887028243,9.581456954594683,0
6.944484155786185,0.45801895527532893,0.3332147301516448,2.6876631457302635,0.07965599768875001,16.0,71.87663145730264,0.9977236544643578,3.5444484155786182,0.6030842135674341,9.685052814046053,0
6.146236321277671,0.6246850573710128,0.1090015632825519,2.081874022948405,0.04771889655773924,19.0,48.3625195410319,0.994319968734349,3.5316897472186684,0.5353149426289873,11.871275403341468,0
6.808216396743168,0.6696713441302733,0.14753508097704945,1.7901403239081979,0.11712906194522413,13.032865586972674,20.016432793486338,0.9953868537652109,3.4195070161954098,0.6667134413027327,11.278637368467763,0
9.73646082546942,0.6837572090635539,0.40635391745305793,4.217119147568592,0.18919960587987628,11.259670838950415,65.25967083895041,1.0009458967558857,3.2369053315358673,0.7776255446437195,10.088394993259504,0
12.675778906238381,0.5851557812476763,0.45635803711242484,2.324221093761618,0.08281746191445463,10.969723632797978,22.030276367202024,1.0,3.0045414550803033,0.7045414550803034,9.333304003922226,0
7.086246773958312,0.6425642743229286,0.23286628968744127,1.9862467739583116,0.114,3.0,9.568766130208441,0.9967179241119271,3.341375322604169,0.5870629839062532,9.958740321874934,0
10.095744361405874,0.3108511277188253,0.5108511277188252,2.426240602343123,0.06004255638594126,5.0,13.347518795313755,0.9974262406023432,3.122978947015888,0.7573759397656877,10.534751879531376,0
7.615104858090806,0.5223776655607264,0.0401398107877413,1.6949650473030646,0.08359021324485812,17.050349526969352,30.949650473030648,0.995794839394028,3.365972037842452,0.5190629148544836,10.440279621575483,0
7.1633183094315225,0.639949202013351,0.025327323772609257,2.384170422642119,0.054163375572243704,6.0,11.052765257859603,0.9932274887320736,3.3452511267926357,0.6578893896856159,12.684170422642119,0
7.530798874405335,0.525476510656537,0.2076033767839964,2.1076033767839966,0.07370357227402713,6.0,12.0,0.9950300770734539,3.4153609004757324,0.6799614632730651,11.346005627973327,0
10.020550296103819,0.35682041424859373,0.4457928994434028,1.8663431955472223,0.07071035502782987,13.542071005565973,20.084142011131945,0.995761488757551,3.121682840222639,0.67485443799625,11.128964497217014,0
8.203869463432495,0.24795648781083168,0.34055218861530623,1.3417171707704063,0.05919347317162476,35.7734783739639,108.32043512189168,0.9919116208196735,2.937569541467582,0.4603869463432495,11.907174308873628,0
