fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
8.675816501340613,0.28735296130879306,0.4287908250670307,9.366011640263604,0.0317222184194502,33.59150975505555,123.03594659395594,0.9956117630952965,3.215424854496705,0.4407189318791188,10.843464566780268,1,9
7.3306598129075455,0.2566416449021891,0.3572263925163018,2.3050968232068003,0.029197155135596183,31.160411225547275,136.22639251630181,0.9904459897193614,3.28,0.46335835509781087,12.527736074836982,1,9
6.845175693410047,0.36,0.33086261556834107,3.724856009553735,0.018548243065899535,50.969326275105104,112.78657858647192,0.9897725878467051,3.303757199522313,0.4056869221582947,12.645175693410046,1,9
8.27163487024502,0.2553817918278533,0.40614537548355983,6.409446990651274,0.0330509055770471,27.512726394261776,131.30910408607335,0.9938570852429884,3.2389818884590578,0.4697454721147645,11.423274572050271,1,9
7.012323003993847,0.3038384980030761,0.4242422529953858,3.076769960061523,0.02586261027956934,42.39800948079979,115.63030988018457,0.9900808075099846,3.3305453517972317,0.3936969011981543,12.812323003993848,1,9
6.601121314042537,0.36,0.29018688567375617,1.6097180550353203,0.020988786859574633,24.123344544679064,85.12708225815419,0.9896505606570213,3.409514097248234,0.6090655716312192,12.401121314042538,1,9
6.783337560971329,0.3324993658543005,0.30604203658499135,1.691668780485665,0.023291719512141623,24.687515853642488,97.37528536556475,0.9898562547560927,3.380207646342159,0.5802076463421589,12.422917195121416,1,9
7.264062789762813,0.2490624806824791,0.4189061244361142,2.090624806824791,0.03145312403412395,28.81249613649582,127.21877511277717,0.990436718991469,3.320781163071156,0.45281255795256264,12.681249613649582,1,9
7.301202657614698,0.24658648949235348,0.40281218170029764,2.0658648949235348,0.03132932447461768,28.3172978984707,130.43756365994045,0.9904676688813456,3.3096392027155908,0.46024053152293953,12.63172978984707,1,9
6.749566182069284,0.3300867635861432,0.3498264728277136,1.7794794184831408,0.02429045600552425,26.093926548969975,93.3757061958799,0.98984443603669,3.3980347054344575,0.5531648508136721,12.549566182069285,1,9
6.661207399721573,0.36,0.30020123328692894,2.1304641309203047,0.020387926002784263,30.732813969373098,91.93683863511167,0.9896806036998608,3.3834767934539847,0.5589938335653553,12.461207399721573,1,9
7.661212996852438,0.3288594683105821,0.3780606498426219,6.414437809025272,0.02388210043022338,46.96582867785423,120.730029538301,0.9922912425351534,3.252319527387184,0.3946005907660199,11.904186412381542,1,9
7.345510869944402,0.24363260867037326,0.3836119563574261,2.0363260867037325,0.031181630433518664,27.72652173407465,134.27760872851476,0.9905045923916204,3.2963467390166796,0.4691021739888802,12.572652173407466,1,9
7.384994426953667,0.24100037153642223,0.3665024149867446,2.0100037153642223,0.03105001857682111,27.20007430728445,137.69951700265108,0.9905374953557947,3.2845016719138997,0.47699888539073326,12.520007430728445,1,9
6.873456387997595,0.36,0.3355760646662658,3.9699553626458233,0.01826543612002405,54.08020267973544,115.99172397306076,0.9897867281939988,3.2915022318677085,0.38211967666867086,12.673456387997595,1,9
7.1590081102904115,0.2602950405514521,0.48881983779419175,2.44783406321973,0.032088512165435616,30.911487834564383,113.32454460659727,0.9904976771694728,3.364984310625315,0.42118016220580823,12.826239862136985,1,9
7.683136271474468,0.3279626070760445,0.3791568135737234,6.4782146079257235,0.024051507552302703,46.676840057836564,120.77985516244198,0.9923629914339165,3.2515223174009282,0.39559710324883945,11.881266625276693,1,9
9.065210968287483,0.2714231876609666,0.4482605484143742,10.498795544109042,0.034731175664039646,28.4585826907559,123.92093401883518,0.9968861449871227,3.201265055698637,0.4584186803767038,10.436370351335814,1,9
7.338283865168335,0.2492574202247498,0.35459983820222923,1.9691419325841673,0.03022854831460418,26.768564494381256,134.8341608988626,0.9904805693483144,3.2900288719101454,0.4900288719101456,12.492285483146041,1,9
7.082233657036015,0.2688831714819921,0.4766752427770119,2.377663429639842,0.030756355992521106,33.30962458531795,113.53299028891952,0.99025558414259,3.362005145666207,0.4146700971108047,12.882233657036016,1,9
8.496736587731549,0.2593541750776156,0.4180625252328467,7.548196855583129,0.03358055667701541,27.645139169253852,129.32291246119223,0.9947111476416873,3.228388866459692,0.467097216614923,11.14520774456691,1,9
8.165502633064884,0.3082294377382548,0.4032751316532442,7.881462205279661,0.027778883982774102,40.31837438232653,121.87614234787473,0.9939416449809396,3.233981722434004,0.4175228469574947,11.376974519977622,1,9
6.707672190691276,0.3384655618617447,0.3330688762765105,1.7292066288295316,0.02336878819520808,25.507410669677867,91.02964267871147,0.9897899738478987,3.401386224744698,0.569084567537315,12.507672190691277,1,9
7.101452114906641,0.31165149242240636,0.34805808459626564,3.3136106944107837,0.02323775498757264,44.91287310560159,127.0580845962656,0.99010217817236,3.28,0.4083485075775936,12.619419154037343,1,9
7.075842571742232,0.2886236142386652,0.3316362250274453,1.8379212858711158,0.026948032146777896,25.784409644033367,117.11937359260064,0.99018532289321,3.332675582091887,0.5326755820918874,12.45948032146778,1,9
7.102239686539825,0.2846640470190263,0.33394597257223463,1.8511198432699123,0.02727799608174781,25.883398824524342,118.90117884143817,0.9902150196473574,3.3283860509372785,0.5283860509372785,12.462779960817478,1,9
6.699910461541619,0.36,0.3066517435902699,2.465890666694036,0.020000895384583807,34.99015076957815,96.32318564138355,0.9896999552307708,3.366705466665298,0.5267412820486503,12.499910461541619,1,9
7.342482154090295,0.25380428301832947,0.35769928616361174,2.2530785220027068,0.029504536006347643,30.451070754582368,136.69928616361176,0.9904637232311355,3.28,0.4661957169816705,12.523007138363882,1,9
7.866568479284402,0.263832842396422,0.47466863041431195,5.419587612994491,0.033149852718926606,29.850147281073397,117.21612663606422,0.9928680044056027,3.304841679260826,0.4353313695856881,11.941789400894496,1,9
7.866247519613979,0.3144150892938967,0.37103984125529466,6.158491070610325,0.028090986109838286,26.025996031382366,104.75346130597808,0.9933727677076651,3.303635208352426,0.5340251488231612,11.387001984308817,1,9
6.956660952484986,0.3316695237575069,0.38249571436373964,3.633390475150139,0.021966266673949027,49.6340761769518,117.30017142545042,0.9899416523812125,3.3054974286182435,0.3769982857454958,12.756660952484985,1,9
7.336030851007139,0.24426460993285745,0.38771996456357344,2.0426460993285747,0.031213230496642874,27.85292198657149,133.45600708728531,0.9904966923758393,3.2991907446978583,0.46720617020142763,12.585292198657148,1,9
8.305103686201816,0.2660255184310091,0.46589792627596366,7.261435482047631,0.033807655529302726,29.192344470697275,119.62807027410999,0.9943370973487761,3.2675661866728456,0.4441020737240363,11.39362039224773,1,9
6.745916686036702,0.36,0.31431944767278375,2.864611278984756,0.019540833139632972,40.05083546403729,101.53722441749296,0.9897229583430184,3.3467694360507623,0.4884027616360811,12.545916686036703,1,9
6.950671434011933,0.33466428299403383,0.37800357550894925,3.6932856598806776,0.02154700038083526,50.4127135784488,117.47985697964204,0.9899266785850298,3.3028021453053693,0.37520143020357966,12.750671434011933,1,9
7.103702122297624,0.25975319184682505,0.4883957470043627,2.1975319184682505,0.031987659592341254,30.950638369365006,113.32085059912745,0.9903030851019147,3.368889363310713,0.42074042445952486,12.895063836936501,1,9
7.166803407261022,0.2749794889108467,0.3395952981353394,1.8834017036305108,0.02808504259076277,26.12551277722883,123.25922999011897,0.9902876538331686,3.317894446320084,0.517894446320084,12.470850425907628,1,9
7.789737697460563,0.24687772407283345,0.38063317221850035,3.9716142342122556,0.031917029876377796,27.22925746909445,135.56113796358326,0.9920287106756592,3.261659402472444,0.475414850618111,12.018559314901658,1,9
8.15950956921513,0.30847460853210834,0.4029754784607565,7.8640278377167405,0.027732573943935093,40.397373860346015,121.86252174821621,0.9939220313174313,3.2341996520285408,0.41725043496432407,11.383239995820546,1,9
7.338134778474759,0.2441243481016828,0.38680826266093815,2.041243481016828,0.03120621740508414,27.82486962033656,133.63834746781237,0.990498445648729,3.2985595664575724,0.4676269556949516,12.582486962033656,1,9
7.740478101259736,0.24600843708105416,0.37802531124316247,3.7224186299021937,0.03180112494414056,27.20028123603514,135.9957814594729,0.9918418139724267,3.2639775011171888,0.4759943752792972,12.079409404326208,1,9
6.966721357805809,0.3266393210970957,0.3900410183543565,3.532786421941914,0.022670495046406603,48.32622348524488,116.99835926582574,0.9899668033945145,3.3100246110126137,0.3800164073417426,12.766721357805809,1,9
7.073038669479562,0.2734806652602189,0.46977900210967166,2.469613305204378,0.030112706863569354,34.50497296765691,113.80883991561313,0.9902325966736989,3.357867401265803,0.41191160084386863,12.873038669479563,1,9
7.374577155475347,0.24169485630164353,0.371016565960683,2.0169485630164354,0.031084742815082177,27.33897126032871,136.7966868078634,0.9905288142962295,3.287626853357396,0.4749154310950694,12.53389712603287,1,9
7.208387562139193,0.3473841451852148,0.35541937810695967,5.097127453495834,0.02038299479834831,52.934891226347005,119.70088082304362,0.9908092683851828,3.268785906831302,0.3740176164608724,12.377594821399935,1,9
6.610502374442041,0.36,0.2917503957403403,1.6910205784976948,0.020894976255579584,25.155261188624586,86.19026910343139,0.9896552511872211,3.4054489710751152,0.6012480212982986,12.410502374442043,1,9
8.632221359011233,0.2891363989495405,0.42661106795056164,9.239189408032676,0.031385346865086795,34.166172994851934,122.93686672502552,0.9954690880840368,3.2170101323995914,0.43873733450051056,10.889041306488258,1,9
6.894330266750428,0.3011339466499144,0.40773210670017124,1.9531963201005138,0.02747526586850942,28.120623734505994,101.48249493802398,0.9900326293467755,3.3864535786599657,0.4981544986348373,12.694330266750429,1,9
8.84744584036445,0.26873722920182225,0.455051083192711,9.53927252953069,0.034621168760546675,28.378831239453326,122.61095212200448,0.9961539435652209,3.221467103569022,0.454948916807289,10.715692699544437,1,9
6.889636589852209,0.3165545115221686,0.31534320161206825,1.7448182949261046,0.02462045737315261,25.086137211945783,104.55046981502412,0.9899758411635837,3.362934054149016,0.562934054149016,12.436204573731526,1,9
6.649907059756813,0.36,0.2983178432928021,2.032527851225708,0.020500929402431877,29.489776573249372,90.65613343910542,0.9896749535298784,3.3883736074387145,0.5684107835359896,12.449907059756812,1,9
7.0004545841065315,0.2999318123840202,0.3250397761093215,1.8002272920532658,0.026005682301331646,25.501704690399492,112.03068442719089,0.9901005114071199,3.3449261300826887,0.5449261300826886,12.450056823013316,1,9
7.167512752299467,0.295796939448128,0.35070051009197867,3.022943889882348,0.024955331559786124,40.949234862032014,129.70051009197866,0.9902012691284492,3.28,0.42420306055187196,12.592994899080214,1,9
7.3566837103599,0.24288775264267334,0.37877039217737674,2.0288775264267334,0.031144387632133667,27.57755052853467,135.24592156452465,0.9905139030919666,3.29299488689203,0.47133674207197995,12.557755052853468,1,9
6.835196207606807,0.36,0.3291993679344678,3.6383671325923244,0.018648037923931934,49.87158283674873,111.65557019543809,0.9897675981038034,3.3080816433703837,0.41400316032766116,12.635196207606807,1,9
6.890305194166514,0.30193896116669716,0.4061220776666057,1.9483662329998173,0.027386714271663313,28.0642727183312,101.2570908733248,0.9900273967524165,3.386775584466679,0.4996840262167246,12.690305194166514,1,9
6.850040059135791,0.30999198817284174,0.39001602365431653,1.9000480709629497,0.02650088130098741,27.50056082790108,99.00224331160432,0.9899750520768765,3.3899967952691368,0.5149847775283993,12.650040059135792,1,9
7.529804571808585,0.26214902285904296,0.4814039085638283,4.005179201596057,0.032644706857712875,30.355293142287124,115.36392514494722,0.9917398453155587,3.3334666113962705,0.42859609143617167,12.36274428523927,1,9
8.297690800158877,0.2659884540007944,0.46604618399682246,7.230301360667287,0.03379653620023832,29.203463799761682,119.58729940087383,0.9943122641805322,3.2681962819864956,0.44395381600317757,11.402886499801403,1,9
8.657582799626132,0.2880988854698401,0.4278791399813066,9.312968144366929,0.03158132163347466,33.831863095837356,122.99450636278667,0.9955520891624128,3.2160878981954135,0.4398901272557333,10.862527073118136,1,9
7.018046531830178,0.3009767340849107,0.4285348988726339,3.0195346816982145,0.0262632572281125,41.65395086207679,115.45860404509465,0.9900951163295755,3.3331209393235803,0.39541395954905356,12.818046531830179,1,9
7.796792287555243,0.323313042781831,0.38483961437776215,6.808850291069797,0.024929758585654146,45.17864711858998,121.03816428989828,0.9927349565774535,3.2473893713616273,0.4007632857979656,11.762444426646791,1,9
7.240857662613159,0.25060948915912273,0.42896167953429787,2.1060948915912276,0.031530474457956134,29.121897831824548,125.20766409314044,0.9904173813855109,3.3277427012160525,0.44817153252263175,12.712189783182454,1,9
9.02922181399333,0.2725480146962401,0.44547019609557315,10.34519853037599,0.03460364215836265,27.886754902389328,122.89586029829596,0.9967919121331404,3.2059453676245604,0.4642466911604002,10.456622548805337,1,9
7.163008804854885,0.25579941300967435,0.46269618456288336,2.157994130096744,0.031789970650483716,30.159882601934875,118.46076308742332,0.990352507337379,3.3510973585435346,0.43260176097097686,12.815988260193487,1,9
6.740519040690514,0.33189619186189717,0.34620761627620567,1.768622848828617,0.024091418895191313,25.9672665696672,92.8690662786688,0.9898326747528977,3.398758476744759,0.5566027645376046,12.540519040690514,1,9
6.686111997642358,0.36,0.3043519996070597,2.3463039795671055,0.020138880023576416,33.472319740659415,94.7593597328006,0.9896930559988212,3.3726848010216446,0.5382400019647015,12.48611199764236,1,9
9.07701505340377,0.2698850752670189,0.4504596989319246,10.503463224295832,0.03496552258010566,28.034477419894348,123.87358279372073,0.9969230004289026,3.2019537204606796,0.4595403010680754,10.428731183245288,1,9
7.799309974704091,0.3232100464893781,0.3849654987352045,6.816174471866445,0.024949213440895245,45.14545942435517,121.04388630614567,0.9927431962808497,3.2472978191016693,0.4008777261229132,11.759812299172996,1,9
7.362013435212867,0.24911677554891204,0.35848053740851465,2.1671408850633878,0.030012349315534526,29.279193887228015,137.48053740851466,0.9904930201528194,3.28,0.47088322445108793,12.515194625914853,1,9
7.590197048133511,0.24335641849647371,0.37006925548942116,2.962173302322465,0.0314475224661965,27.111880616549122,137.32179075176313,0.9912716299767419,3.2710495506760697,0.4777623876690175,12.26505070524684,1,9
7.158212194109306,0.29802907341376667,0.3503284877643722,3.063866345919056,0.024713517046841944,41.50726835344167,129.32848776437223,0.990187318291164,3.28,0.4219709265862333,12.596715122356278,1,9
8.673044764781693,0.2678652238239085,0.4585391047043661,8.806788012083114,0.034359567147172546,28.64043285282746,121.65174620629932,0.9955696999620187,3.236291194993556,0.4514608952956339,10.933694044022882,1,9
6.743671731199708,0.3548278176768105,0.2991949907967813,2.1172182323189492,0.021804561694718366,24.229874769919533,87.24127900671544,0.9900723948897272,3.3979315745792245,0.6013796961280176,12.285062615040234,1,9
6.802578688373026,0.32961319674404616,0.30772563523263974,1.701289344186513,0.02353223360466282,24.759670081398845,98.67406146517922,0.9898779010244196,3.377080963139383,0.5770809631393833,12.425322336046628,1,9
6.960282774322203,0.28794344513555936,0.4341131097288812,2.0323393291866436,0.02892622103508847,29.043958840510843,105.17583536204337,0.9901183676066189,3.381177378054224,0.4730925457575628,12.760282774322203,1,9
7.013244045097881,0.27735119098042377,0.4552976180391525,2.0958928541174577,0.030091368992153388,29.78541663137034,108.14166652548136,0.9901872172586272,3.3769404763921695,0.4529672628628051,12.813244045097882,1,9
7.176899389511228,0.2935441465173052,0.3510759755804491,2.9816426861505962,0.025199384127291932,40.38603662932631,130.07597558044912,0.9902153490842669,3.28,0.42645585348269477,12.589240244195508,1,9
8.614611331544582,0.28747399206439506,0.4189351252188533,8.852600793560498,0.032281823456649664,27.223378130471332,116.42793677209549,0.995572957314741,3.240772648150255,0.48912332010732507,10.788310934764334,1,9
6.602389321423635,0.36,0.2903982202372725,1.620707452338173,0.020976106785763646,24.262825356599887,85.27078976134534,0.9896511946607118,3.4089646273830914,0.6080088988136372,12.402389321423636,1,9
8.934034321828971,0.27678950501608757,0.44170171609144854,10.117190754411551,0.03371753794140568,30.187729394072658,123.62280527688402,0.996456839598713,3.206035115569856,0.4524561055376805,10.573509572633348,1,9
7.178346745241413,0.29319678114206105,0.3511338698096565,2.975274320937786,0.02523701537627672,40.29919528551526,130.1338698096565,0.9902175201178621,3.28,0.4268032188579389,12.588661301903434,1,9
7.010676037573149,0.30466198121342525,0.42300702817986213,3.093239624268505,0.025747322630120466,42.61211511549056,115.67971887280551,0.9900766900939328,3.329804216907917,0.39320281127194484,12.810676037573149,1,9
8.6667001768447,0.26235353253255356,0.4270605975976606,8.408012659332012,0.03398047100434047,27.745117751085118,127.82323373372323,0.995356009494499,3.220390579913191,0.46509764497829764,10.935252722721254,1,9
6.822759249852127,0.36,0.3271265416420211,3.530580165385096,0.018772407501478735,48.50351748373391,110.24604831657433,0.989761379624926,3.313470991730745,0.42436729178989463,12.622759249852127,1,9
7.061682096762375,0.2676635806475249,0.47467283870495025,2.154018516114851,0.031157006128772265,30.46354935467326,110.85419741869303,0.990250186725791,3.37306543225901,0.4345608032302973,12.861682096762376,1,9
6.918410493632912,0.3485372222292152,0.3103782715925063,2.7462777770784825,0.022783098764344308,24.50945678981266,89.96720370067342,0.9905861268512808,3.3832535185348354,0.5908953703820252,12.14527160509367,1,9
7.262493463205074,0.26062598051923885,0.347968178030444,1.931246731602537,0.029281168290063428,26.48435048701903,129.71830876634252,0.9903953051461057,3.302344812229175,0.5023448122291754,12.482811682900634,1,9
6.991969941877617,0.2816060116244766,0.4467879767510467,2.0703639302531402,0.029623338721307572,29.487579186286634,106.95031674514654,0.9901595609244409,3.3786424046497907,0.4610514220865056,12.791969941877618,1,9
6.938135120342948,0.3409324398285262,0.3686013402572107,3.8186487965705247,0.020669458424006325,52.04243435541682,117.85594638971158,0.9898953378008574,3.297160804154326,0.37144053610288424,12.738135120342948,1,9
7.057271546612296,0.28136422669385186,0.4579536599592222,2.627284533877037,0.029009008262860743,36.55469894040148,114.28185360163111,0.9901931788665307,3.350772195975533,0.4071814639836889,12.857271546612296,1,9
8.290876515058688,0.30310050620214457,0.4095438257529344,8.246186225625273,0.028747682161817133,38.66571866513548,122.16108298876975,0.9943519595038285,3.229422672179684,0.42322165977539494,11.245901825165918,1,9
7.287943946930094,0.24747040353799374,0.40855762299695936,2.0747040353799377,0.031373520176899684,28.49408070759875,129.28847540060812,0.990456619955775,3.313616815920972,0.4575887893860187,12.649408070759875,1,9
7.264250622909066,0.27257985050182415,0.35457002491636264,2.5972972592001096,0.027470516195635716,35.14496262545603,133.57002491636266,0.9903463759343636,3.28,0.4474201494981758,12.554299750836373,1,9
8.705967896508104,0.2630464922913195,0.4291394768739585,8.60666112351159,0.034072865638842605,27.76821640971065,127.47675385434025,0.9955049958426337,3.218542687223148,0.464635671805787,10.886745539607634,1,9
7.941635236698132,0.24955826888290822,0.38867480664872467,4.7400370797670215,0.03227443585105443,27.31860896276361,134.22086555854588,0.9926050278098253,3.2545112829789113,0.47362782074472787,11.830921178196425,1,9
8.90711688686506,0.2690355844343253,0.4538576622626988,9.789890924833253,0.03471067533029759,28.28932466970241,122.93914287775783,0.9963538415709979,3.21639506461647,0.45614233773730123,10.641103891418675,1,9
8.92919029282468,0.2769876698389903,0.44145951464123406,10.1030990336718,0.033680106808190724,30.25158250367466,123.6117961200561,0.9964409864128808,3.2062112620791026,0.45223592240112187,10.578573784774198,1,9
8.672178190632396,0.28540158513723374,0.4226194042004734,9.059841486276628,0.03260419786754142,27.315485105011835,117.32597977386538,0.9957422038804592,3.2359370319868788,0.4856693085620562,10.742257447494083,1,9
6.774445037520912,0.32511099249581765,0.3597780150083647,1.8093340450250943,0.02483779082546006,26.442230525292764,94.76892210117106,0.9898767785487772,3.3960443969983274,0.5437108857420535,12.574445037520912,1,9
6.860799698005679,0.3078400603988642,0.39431987920227163,1.912959637606815,0.02673759335612494,27.651195772079507,99.60478308831803,0.9899890396074074,3.3891360241595456,0.5108961147578419,12.660799698005679,1,9
7.297242816824245,0.26466172396218113,0.3558897126729698,2.4521316059733205,0.028328313237430378,33.165430990545275,134.8897126729698,0.9903958642252364,3.28,0.45533827603781885,12.541102873270301,1,9
8.868753094045942,0.26884376547022976,0.45462493811908117,9.628762994992957,0.03465312964106892,28.346870358931085,122.72814201725268,0.9962253228650539,3.219655987006095,0.45537506188091886,10.689058632442572,1,9
7.9861284141235,0.2503434426021794,0.39103032780653824,4.965120212624765,0.03237912568029059,27.344781420072646,133.82827869891028,0.9927738401594686,3.2524174863941884,0.47310437159854707,11.775959017847441,1,9
8.083944341194757,0.3115659133147599,0.3991972170597379,7.644201719839294,0.027148660818323126,41.3934609569782,121.69078259362445,0.9936747269348192,3.236947478502009,0.413815651872489,11.462240006932754,1,9
6.892741967591603,0.30145160648167924,0.40709678703664154,1.9512903611099248,0.027440323287015286,28.098387546282453,101.39355018512981,0.9900305645578691,3.386580642592672,0.49875805231519055,12.692741967591605,1,9
7.126502067007821,0.2601325103350391,0.48946995865984355,2.3113086814328487,0.032039753100511735,30.96024689948827,113.14576136854302,0.9903887819244762,3.3677473243043354,0.4205300413401564,12.866872416240223,1,9
7.311217133342403,0.24591885777717312,0.39847257555162535,2.0591885777717316,0.031295942888858654,28.183771555434625,131.30548488967491,0.9904760142777853,3.306634859997279,0.46224342666848056,12.618377155543463,1,9
8.089783685788364,0.31132703103593057,0.3994891842894182,7.661188904111604,0.02719378302654645,41.316487778244294,121.70405383133719,0.9936938375171256,3.236735138698605,0.4140810766267438,11.456135237584892,1,9
7.223328082664132,0.25177812782239123,0.43655783084554284,2.1177812782239123,0.03158890639111956,29.355625564478242,123.68843383089143,0.99040277340222,3.3330015752007602,0.4446656165328264,12.735562556447825,1,9
7.316578768254704,0.2455614154496864,0.39614920042296164,2.055614154496864,0.03127807077248432,28.112283089937282,131.77015991540767,0.9904804823068789,3.305026369523589,0.46331575365094074,12.611228308993729,1,9
7.869607234442206,0.26384803617221103,0.47460785531115585,5.432350384657267,0.03315441085166331,29.84558914833669,117.23283978943213,0.9928781842353813,3.3045833850724127,0.43539214468884413,11.937990956947242,1,9
8.023371812264525,0.3140438804073603,0.3961685906132263,7.46799072658771,0.026680600367498607,42.19191702014943,121.55311775514664,0.9934764895674112,3.2391501159176537,0.411062355102933,11.525565832632541,1,9
8.154861097308801,0.3086647732919127,0.40274305486544004,7.850505010352874,0.027696653933749822,40.45864917183854,121.85195703933819,0.9939068181366469,3.2343686873705892,0.4170391407867637,11.388099761904435,1,9
8.451565372235926,0.2933436465995067,0.40850018382309927,8.265635340049334,0.03136876608452119,26.96250459557748,113.88441980688044,0.9950936021943736,3.2544685087321823,0.49890607766584444,10.91874770221126,1,9
7.0725944797973925,0.27370276010130373,0.4694458598480444,2.474055202026075,0.030081613585817478,34.56271762633897,113.82216560607823,0.9902314861994934,3.3576675159088265,0.41177834393921775,12.872594479797392,1,9
7.165944539503758,0.2961733105190983,0.3506377815801503,3.029844026183469,0.02491455802709768,41.04332762977457,129.6377815801503,0.9901989168092556,3.28,0.4238266894809017,12.593622184198496,1,9
8.742034730131826,0.26368296582585576,0.4310488974775672,8.789116870078644,0.03415772877678077,27.789432194195193,127.15851708707213,0.995641837652559,3.2168454244643847,0.4642113561160962,10.8421923921901,1,9
8.358033294950372,0.29671080138178657,0.4025141308768239,7.928919861821345,0.030844986451722095,26.8128532719206,112.42531940122583,0.9948186178871541,3.2623252032241687,0.5045180023029776,10.993573364039701,1,9
8.091013142345991,0.3112767350858458,0.3995506571172996,7.664765505006519,0.027203283372673567,41.300281305439206,121.70684805078635,0.9936978611931323,3.2366904311874185,0.4141369610157269,11.454849896638281,1,9
6.772614976834986,0.3254770046330028,0.35904599073399446,1.8071379722019836,0.0247975294903697,26.416609675689806,94.66643870275922,0.9898743994698855,3.3961908018532014,0.5444063088027052,12.572614976834986,1,9
8.395858426527889,0.2575739722328451,0.41272191669853525,7.037872040082259,0.03334319629771268,27.58579907442817,130.21301388357745,0.9943284040300617,3.2331360740457464,0.4682840185114366,11.269821943700844,1,9
7.033793067593666,0.3278896637775202,0.34535172270374664,3.611310502587871,0.021478619757435306,48.97241594438006,124.35172270374663,0.9900006896013905,3.28,0.39211033622247976,12.646482772962534,1,9
8.898826219965612,0.2664498744699814,0.43934962340994416,9.582297348061328,0.034526649929330855,27.88166248233271,125.77506276500931,0.996236723011046,3.2094670014133833,0.46236675035334573,10.648508787101303,1,9
8.832710139606915,0.2809345851978989,0.4366355069803458,9.822429497038302,0.03293457835150799,31.5233663415452,123.39252304456117,0.9961252331841681,3.2097196312870215,0.4478504608912235,10.679439399501861,1,9
8.478886736028546,0.2590391776946214,0.41711753308386423,7.457897605791472,0.033538557025949524,27.63463925648738,129.4804111526893,0.9946434232043436,3.2292288594810095,0.4673072148702524,11.167257561376502,1,9
7.819283623328843,0.32239294268200186,0.38596418116644216,6.874279631502089,0.025103555271177427,44.88217041975616,121.089280962111,0.9928085645854399,3.246571504606224,0.40178561924222017,11.738930757428935,1,9
8.898694433400916,0.26644754882472205,0.43934264647416615,9.581630663086985,0.034526339843296276,27.881584960824068,125.77622558763898,0.9962362229973153,3.2094732031340745,0.46236830078351865,10.648671582269458,1,9
7.230484535647913,0.2654273196528131,0.34516739686919234,1.9152422678239565,0.02888105669559891,26.364317008679674,127.5577061562341,0.9903592951026039,3.307546262957214,0.5075462629572142,12.478810566955989,1,9
7.306699251580196,0.2462200498946536,0.40043032431524844,2.062200498946536,0.03131100249473268,28.24400997893072,130.9139351369503,0.9904722493763168,3.307990224525941,0.4613398503160392,12.624400997893073,1,9
7.6837828203897525,0.24500793212452504,0.37502379637357514,3.4356072090305125,0.031667724283270006,27.1669310708175,136.49603393773748,0.9916267054067729,3.2666455143346,0.47666137858365,12.149444751283246,1,9
7.0218647412621715,0.330752462097079,0.34487458965048684,3.6637951384464484,0.02116848327281644,49.68811552426975,123.87458965048684,0.9899827971118933,3.28,0.389247537902921,12.65125410349513,1,9
6.814080639089366,0.3278879041365951,0.3087320559203195,1.707040319544683,0.023676007988617076,24.802802396585122,99.45044313853221,0.9898908407189756,3.3752118961479782,0.575211896147978,12.42676007988617,1,9
6.76783691651953,0.326432616696094,0.3571347666078119,1.8014042998234359,0.024692412163429656,26.34971683127342,94.39886732509368,0.9898681879914754,3.3965730466784376,0.5462219717225787,12.56783691651953,1,9
7.025304773599421,0.32992685433613905,0.34501219094397684,3.64865899616255,0.02125792411358493,49.48171358403477,124.01219094397682,0.9899879571603991,3.28,0.3900731456638609,12.64987809056023,1,9
8.12774925345398,0.25284263388448197,0.3985279016534459,5.681555046884834,0.0327123511845976,27.4280877961494,132.578683057759,0.9933111662851637,3.245752976308048,0.471438244077012,11.601015628086262,1,9
7.393123335975701,0.24165039936583183,0.359724933439028,2.030257321706917,0.03082120673536822,27.412599841457954,138.72493343902804,0.9905396850039636,3.28,0.47834960063416815,12.50275066560972,1,9
7.6368395674186775,0.3226737755729276,0.35635773231479534,5.332622442707239,0.026806301577544597,25.658943307869883,101.17469725173137,0.9926983083282109,3.3229054763368313,0.5477896259548793,11.570528346065059,1,9
7.20309205906954,0.269536191139569,0.34277055516858473,1.90154602953477,0.02853865073836925,26.261595221510774,125.70871398719396,0.9903284785664532,3.3119975404011996,0.5119975404011997,12.475386507383693,1,9
7.0357342106882665,0.27285315786234665,0.46429368427530676,2.1228810528259205,0.030586152635141875,30.100278949635737,109.40111579854295,0.9902164544738947,3.375141263144939,0.44442099993845857,12.835734210688267,1,9
6.696306452088587,0.36,0.3060510753480979,2.4346559181010914,0.020036935479114126,34.59370972974462,95.91473123670657,0.9896981532260443,3.3682672040949453,0.5297446232595104,12.496306452088588,1,9
7.223559422125248,0.25176270519165006,0.4364575837457255,2.117627051916501,0.031588135259582505,29.352541038330017,123.7084832508549,0.9904029661851044,3.3329321733624253,0.4447118844250497,12.735254103833002,1,9
8.483986576864382,0.29217648323288226,0.41057514091932046,8.382351676711776,0.03155032483044054,27.014378522983012,114.39019059908436,0.9951889205359813,3.251745127543392,0.4969608053881371,10.892810738508494,1,9
